Date,Revenue,COGS
2023-01-01,3817429.2448698236,3263001.747251199
2023-01-02,1844059.1888542103,1586606.4432184028
2023-01-03,1722395.3872608196,1480858.1916536235
2023-01-04,1525194.1242398587,1313823.4702785169
2023-01-05,1519343.9924193462,1306116.1319377208
2023-01-06,1636672.9292850825,1407327.7235104856
2023-01-07,1539794.4938479804,1326158.8785545344
2023-01-08,2146313.817378093,1842913.5140491624
2023-01-09,2142784.111297527,1845628.8340398693
2023-01-10,2131809.5185459345,1835380.6998140737
2023-01-11,1980000.2706510064,1704383.2869255843
2023-01-12,1910972.348344345,1648108.9352492958
2023-01-13,1832469.357070068,1578976.4200270444
2023-01-14,1655206.9266896974,1425557.4028282408
2023-01-15,2128916.9768297444,1830558.4459063553
2023-01-16,2266239.2157906103,1949453.634925483
2023-01-17,2395071.5926877093,2058750.9353242058
2023-01-18,2083257.5440682014,1791471.4934705847
2023-01-19,2052710.8376017583,1766511.6835678455
2023-01-20,1720974.3023509774,1481016.6461112313
2023-01-21,2153848.221202626,1856677.8183349264
2023-01-22,2036501.8933019661,1750968.8876503198
2023-01-23,2773538.8304488235,2382748.2451732294
2023-01-24,2815847.0624316023,2421721.5618473096
2023-01-25,2626835.8605601885,2261308.5979404734
2023-01-26,2244943.2831976786,1932679.8923728564
2023-01-27,2583413.2458090307,2223224.976196694
2023-01-28,3671434.8881990407,3158452.80604307
2023-01-29,4100066.767557375,3530776.6571720196
2023-01-30,4222116.323316801,3631610.424725864
2023-01-31,4395969.284044556,3775805.342620204
2023-02-01,3083579.1901364685,2654277.436694827
2023-02-02,1658113.0518460867,1429534.7671415212
2023-02-03,1181291.4030531445,1018264.1966063823
2023-02-04,1357724.1005270747,1169424.0066097032
2023-02-05,1557781.2046639936,1339113.1897853022
2023-02-06,1880102.9888130797,1619098.5854060324
2023-02-07,2232677.4919377454,1924215.0886486587
2023-02-08,2193497.5868878574,1887031.6472110103
2023-02-09,1611098.3338355504,1385370.4148624078
2023-02-10,1985502.0058615638,1709901.2841493322
2023-02-11,2122464.092122418,1826546.9528587563
2023-02-12,2458736.9278436033,2113573.0376567794
2023-02-13,2471338.0228669816,2125973.2987672933
2023-02-14,2859243.3777930294,2462075.8026918923
2023-02-15,2637187.8265763237,2271530.6400064905
2023-02-16,2676751.6883006487,2304962.4730846477
2023-02-17,2306623.770657935,1987141.416103728
2023-02-18,2380614.8020597077,2049289.3986640358
2023-02-19,2917712.772794219,2510363.5490069054
2023-02-20,3555676.6153259487,3063303.0886352933
2023-02-21,3383942.6664931495,2914077.533343482
2023-02-22,3376153.671532917,2909179.684423735
2023-02-23,3332732.1918082004,2870827.8675352163
2023-02-24,3392683.8977824235,2924207.565159538
2023-02-25,5017610.11406415,4318923.87367278
2023-02-26,5286746.563365269,4555218.581863697
2023-02-27,5256989.092546734,4526515.467392791
2023-02-28,4761494.332599085,4102034.6644970444
2023-03-01,4296408.107714557,3700719.2195086535
2023-03-02,1882853.041880222,1622389.1781284418
2023-03-03,1493092.30510711,1285337.7536920416
2023-03-04,1845681.9421756007,1592959.3537174915
2023-03-05,2036779.161764757,1754064.1226778824
2023-03-06,3009399.6340499683,2595216.9119708184
2023-03-07,3438271.5002624355,2960087.2599847396
2023-03-08,3777964.4861698034,3255028.486991104
2023-03-09,3473424.8463747376,2992474.348943516
2023-03-10,3274810.809954334,2820107.539498092
2023-03-11,3264380.2916836515,2811831.279411365
2023-03-12,3816154.289295929,3289119.8978679557
2023-03-13,4191780.6603196803,3612885.953069403
2023-03-14,4718076.318498067,4067660.5741273668
2023-03-15,4571610.553686604,3938543.8131952886
2023-03-16,4961338.346244078,4276649.335486809
2023-03-17,4717119.168682707,4064435.786006741
2023-03-18,4157190.153615368,3581388.9159173104
2023-03-19,3994202.8165407274,3442443.8935716865
2023-03-20,4524953.946336519,3900430.578782196
2023-03-21,4628774.164903745,3991812.2685047467
