Date,Revenue,COGS
2023-01-01,2511062.594370674,2323969.187520095
2023-01-02,1403152.4617562643,1156877.0238189814
2023-01-03,1506771.5840848067,1264149.2949144111
2023-01-04,1461790.6455974777,1206975.4152849414
2023-01-05,1641110.825986602,1340144.9835322828
2023-01-06,1562539.521003622,1268059.0112489488
2023-01-07,1795032.8936601926,1481830.4799020493
2023-01-08,2023651.5040423872,1650800.862427459
2023-01-09,2053393.0622245807,1711195.1683548472
2023-01-10,2243822.3715662956,1830596.5351624794
2023-01-11,2116259.424127861,1699917.744514237
2023-01-12,1790585.2751287955,1451493.0369068738
2023-01-13,1746500.0527954036,1409746.2489109132
2023-01-14,1943763.8804875258,1589830.573534536
2023-01-15,2290113.6768959635,1881400.0258126687
2023-01-16,2251403.4053044496,1832721.0320679806
2023-01-17,2302029.4477414056,1875398.122013267
2023-01-18,2278399.249340508,1860851.407305102
2023-01-19,2438176.6326293703,1978330.4905974974
2023-01-20,2175342.120847289,1784179.9694102379
2023-01-21,2233652.5991866686,1811662.6475707567
2023-01-22,2341596.0820937576,1947238.9020239038
2023-01-23,2513986.5802613334,2055615.399737987
2023-01-24,2709515.0111294207,2212889.319894025
2023-01-25,2938591.3757644095,2377241.1483840346
2023-01-26,3178305.9460950247,2613115.3986744867
2023-01-27,3325138.3793365047,2711256.734019681
2023-01-28,4138333.8663057047,3347657.1043910226
2023-01-29,4346247.260453568,3493095.2630402897
2023-01-30,4112168.6354546146,3331640.2531307116
2023-01-31,3973472.5881336094,3207308.3297732845
2023-02-01,3549468.0137979267,2946165.967351618
2023-02-02,1522424.4942223856,1230996.0330899563
2023-02-03,1684908.3933644795,1394059.385862743
2023-02-04,2120335.14001527,1729566.0803311795
2023-02-05,2447909.498951264,1999765.398758842
2023-02-06,2548674.177710019,2082273.9248404563
2023-02-07,2538497.386104082,2086519.4192327822
2023-02-08,2342200.0628054715,1920693.1430817053
2023-02-09,2194857.9607665283,1784946.6601809987
2023-02-10,2641412.4136440223,2176262.9388255132
2023-02-11,2833921.015608683,2308507.8087214087
2023-02-12,3321268.293228473,2727157.971408281
2023-02-13,3601913.932534385,2940739.756490945
2023-02-14,3253335.0226744823,2700278.2949664127
2023-02-15,3153109.2625591992,2580606.1309149414
2023-02-16,3087127.2486595893,2559821.3301226865
2023-02-17,3093967.5496043744,2560150.6353448983
2023-02-18,3185500.4830476213,2653999.848090352
2023-02-19,3483839.5734123387,2908407.5854377146
2023-02-20,3938711.193147092,3270718.8170195664
2023-02-21,3503049.880998055,2899080.5151015087
2023-02-22,3936284.8389346083,3273722.943479922
2023-02-23,4594015.074789023,3824441.9680326427
2023-02-24,4243234.135958451,3517159.2625918356
2023-02-25,6192323.651870044,5068708.452445041
2023-02-26,6055644.19963342,4978345.9575111
2023-02-27,5470689.623031883,4561874.527993868
2023-02-28,3960530.2505825376,3289702.4953070106
2023-03-01,3073566.439936968,2552693.260574438
2023-03-02,1298561.1747580203,1082711.3059136437
2023-03-03,1607144.4572479082,1312013.0662298454
2023-03-04,2099530.5226817885,1725994.4253153421
2023-03-05,2562885.3691779547,2105024.8382887086
2023-03-06,3024504.018131468,2495650.170576697
2023-03-07,3388367.658698613,2757085.844875983
2023-03-08,3512838.8330953447,2857061.47927169
2023-03-09,3367310.697752441,2757427.8326020567
2023-03-10,3948652.8515635496,3230653.9118482755
2023-03-11,3912848.3101456873,3200771.3007468036
2023-03-12,3750006.1103973393,3118457.4413353344
2023-03-13,4308789.366892563,3527272.670868705
2023-03-14,5197855.515718407,4274967.2390242275
2023-03-15,5181584.807257557,4273894.445994686
2023-03-16,5059834.04458343,4198883.836780186
2023-03-17,4847252.757409694,4050251.8824135084
2023-03-18,4638773.9167474825,3917676.3073333246
2023-03-19,4601559.76978693,3886372.594066267
2023-03-20,4815983.9372467175,4127769.17890695
2023-03-21,4770123.008813066,4218137.1574067995
2023-03-22,5393965.904704881,4856075.196339157
2023-03-23,5281006.957785511,4777331.238835746
2023-03-24,4797174.701599172,4460017.539524335
2023-03-25,4077477.774802503,3828283.9043019214
2023-03-26,4478317.461961666,4187071.042719127
2023-03-27,5069945.446694916,4709732.340062175
2023-03-28,5738502.399845455,5408917.447774826
2023-03-29,7157486.00763036,6620382.6272073295
2023-03-30,11721245.36055418,11174489.764694627
2023-03-31,9988956.699915888,9381662.75253817
2023-04-01,9436432.090457248,8827839.422269031
2023-04-02,8453400.724712204,7920100.326598504
2023-04-03,7911635.901515577,7412425.12027666
2023-04-04,2997342.274916683,2801848.6752709714
2023-04-05,3557023.8966316213,3294273.445514318
2023-04-06,3158676.1227923236,2913787.631196781
2023-04-07,2998615.0563253583,2789348.4054700304
2023-04-08,3328945.973103553,3125436.96547168
2023-04-09,4100292.7472338416,3860081.6202767882
2023-04-10,4773411.2641769,4490933.016535495
2023-04-11,5240515.505703715,4876161.773466924
2023-04-12,5519069.481837867,5133193.219196099
2023-04-13,5276473.47711402,4887905.317088529
2023-04-14,5203116.565217822,4805217.038544056
2023-04-15,4909621.529232624,4299235.530338699
2023-04-16,5931078.007509285,5139093.0930785965
2023-04-17,6390881.484305678,5480637.300220523
2023-04-18,5936120.770554959,4893181.584365009
2023-04-19,7197564.464793297,5988866.7405593805
2023-04-20,5255562.592868542,4329382.400186285
2023-04-21,4731508.469810293,3921664.1645024233
2023-04-22,5372690.660490014,4495535.670087694
2023-04-23,5209988.078847466,4294554.569781209
2023-04-24,6047426.235755115,5036504.286408943
2023-04-25,6944442.385188254,5734059.622262481
2023-04-26,8187183.3295324575,6773905.488501183
2023-04-27,7386813.514402493,6046372.188277427
2023-04-28,7613516.399679952,6213697.947390243
2023-04-29,10191220.377151234,7953009.293365066
2023-04-30,8293235.219030323,6879986.720449363
2023-05-01,8285997.636757725,6734962.356048777
2023-05-02,6753758.97447454,5493217.652573606
2023-05-03,7394210.943068387,6072382.072230755
2023-05-04,3221166.8129120944,2613979.8694375786
2023-05-05,4129204.8329172656,3331743.384798576
2023-05-06,4097568.124409866,3330860.5510358484
2023-05-07,4476533.935866827,3652533.735303126
2023-05-08,4438768.247738941,3603063.992556175
2023-05-09,4881762.141599718,3928186.5438196654
2023-05-10,5256414.0426477995,4178491.2220139736
2023-05-11,5493468.155700736,4436590.822562367
2023-05-12,5659866.022945597,4579320.009123033
2023-05-13,5344727.489049396,4354397.552162462
2023-05-14,6444938.7433400005,5275588.216491533
2023-05-15,6669396.480942215,5453633.127169261
2023-05-16,6414904.076385604,5157450.537664673
2023-05-17,7008420.634094835,5661329.729920778
2023-05-18,5910645.9741956685,4839722.125107581
2023-05-19,5941816.974378361,4861379.207678968
2023-05-20,4289105.986156597,3493484.873304174
2023-05-21,6088218.055798271,4959598.3658640925
2023-05-22,6760414.96982365,5503522.52304634
2023-05-23,5926429.180443641,4886111.376521166
2023-05-24,7082136.874605936,5750114.278828873
2023-05-25,5985442.71005479,4872988.074751326
2023-05-26,5950513.816355905,4883791.262008613
2023-05-27,5215620.855950206,4262850.979638443
2023-05-28,5726618.218818127,4691209.871139298
2023-05-29,8103957.068170478,6631285.669374942
2023-05-30,12066226.253282396,9809688.244309701
2023-05-31,12918114.677851465,10501545.47231739
2023-06-01,10713998.817020537,8803292.521513168
2023-06-02,8964716.603024302,7253581.187872341
2023-06-03,8465162.848400244,6882759.869992518
2023-06-04,3959191.3347036247,3223984.399058124
2023-06-05,4559171.948280377,3663530.833525657
2023-06-06,5017513.777384601,4118008.7375321724
2023-06-07,5649883.154332473,4678660.120805776
2023-06-08,5232388.911130046,4306001.42733049
2023-06-09,4703937.139428807,3831514.520992471
2023-06-10,4365991.008756669,3578479.857372381
2023-06-11,5288745.998735979,4238404.197466847
2023-06-12,5827959.031090489,4745854.9439541325
2023-06-13,5894007.480009961,4855922.36757075
2023-06-14,6952932.583488317,5607967.742652134
2023-06-15,6494563.364230548,5312079.319488017
2023-06-16,6443838.830449491,5318080.246479508
2023-06-17,5782399.546959009,4720125.553275643
2023-06-18,5318678.087438099,4301878.11849406
2023-06-19,5049821.320938819,4136168.0533388346
2023-06-20,5187665.678128917,4237585.678759812
2023-06-21,7204008.234580541,5881829.487424541
2023-06-22,6286201.765435645,5092825.01180889
2023-06-23,6202511.295413766,5087207.235176999
2023-06-24,5586747.502199735,5067406.276590057
2023-06-25,5713753.3141443655,5253660.118935483
2023-06-26,5366033.026283764,5079973.56555915
2023-06-27,5703944.938535598,5704538.8923513815
2023-06-28,7278767.74800896,7216001.207899765
2023-06-29,9584724.652116533,9628338.24279823
2023-06-30,7931288.319756953,7930274.626279056
2023-07-01,7060083.007959357,7177354.0750687495
2023-07-02,6730079.905519819,6395290.665970954
2023-07-03,5517480.378192111,5550794.432454091
2023-07-04,1861876.4665479357,1799764.1178226604
2023-07-05,2281607.4039577753,2224977.963617653
2023-07-06,2556769.821063613,2555765.974157699
2023-07-07,2350200.453026723,2358613.052940049
2023-07-08,2683199.8379241526,2687958.1918771756
2023-07-09,3341941.153718816,3401477.003085081
2023-07-10,3620867.127263308,3629431.992120905
2023-07-11,3389067.7163398424,3410385.2022090363
2023-07-12,3609790.1290743724,3582596.825766285
2023-07-13,3282369.4427278945,3267051.526835204
2023-07-14,3273029.9071709383,3330931.795831079
2023-07-15,3383548.4003610834,3426476.070624964
2023-07-16,3629157.251315355,3651292.2629232337
2023-07-17,3881932.5138710667,3898136.4909676975
2023-07-18,4131836.500373751,4241406.741257336
2023-07-19,4442977.872619229,4203619.426311459
2023-07-20,4474606.985222607,4183086.049637397
2023-07-21,3896307.046586487,3472564.2686327724
2023-07-22,4573377.896538496,4007689.3437684793
2023-07-23,4450129.256023586,3714486.3646251275
2023-07-24,4745960.908703968,3865973.273996906
2023-07-25,4049637.018056439,3300621.680027332
2023-07-26,5361168.513360493,4358579.1090990575
2023-07-27,5542630.622314597,4556120.916110568
2023-07-28,5532053.945550045,4562901.313518176
2023-07-29,5517484.280296507,4403952.832957111
2023-07-30,5912769.539122057,4946018.160415604
2023-07-31,8148534.550488087,7160524.4851880465
2023-08-01,6611083.0057811765,7877959.668359605
2023-08-02,6653752.71390461,7973224.501838231
2023-08-03,5536775.780420752,7627386.51825514
2023-08-04,4661393.863899548,6499482.19848058
